Month,Day,Category,Title,Author,Hours,Minutes,Course Link,Certificate,Image,Summary
7,10,Atom,Learn Atom: The Basics,Ray Villalobos,2,2,https://www.lynda.com/tutorial/468147,https://www.lynda.com/ViewCertificate/32CFD03D66CE408C950C0D0FD1476EC3?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,14,PHP,PHP with MySQL Beyond the Basics,Kevin Skoglund,10,26,https://www.lynda.com/tutorial/653,https://www.lynda.com/ViewCertificate/82B74E6BB3D145B6B06F7392DEA85434?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,14,WordPress,WordPress Essential Training,Morten Rand-Hendriksen,5,28,https://www.lynda.com/tutorial/372542,https://www.lynda.com/ViewCertificate/FE05EDC8B1294EEA8C9208B1CAB40167?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,14,WordPress,WordPress Developer Tips: Information Architecture and the Template Hierarchy,Morten Rand-Hendriksen,0,21,https://www.lynda.com/tutorial/174240,https://www.lynda.com/ViewCertificate/A9E0FD8083244E99A5BA91B42B56CC5C?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,15,WordPress,WordPress: Developing with Sass and Grunt.js,Morten Rand-Hendriksen,1,36,https://www.lynda.com/tutorial/372540,https://www.lynda.com/ViewCertificate/F57DED9E27B64BB68686ACD417F80B8D?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,15,WordPress,Customizing WordPress Themes: Simone,Morten Rand-Hendriksen,1,2,https://www.lynda.com/tutorial/176754,https://www.lynda.com/ViewCertificate/15C0EE08BC6F42CD8F4C7DF62CFE6910?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,15,PHP,Easy PHP Projects: Password Utilites,Kevin Skoglund,1,56,https://www.lynda.com/tutorial/418851,https://www.lynda.com/ViewCertificate/1938604A000C4EC6B596E2EFB0CF9136?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,16,PHP,Uploading Files Securely with PHP,David Powers,2,50,https://www.lynda.com/tutorial/158374,https://www.lynda.com/ViewCertificate/1AF5DEFD00D0464184DB00EBE76EAB2A?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,16,WordPress,WordPress: Custom Post Types and Taxonomies,Morten Rand-Hendriksen,1,45,https://www.lynda.com/tutorial/163113,https://www.lynda.com/ViewCertificate/B2F1A74F848D41AC96AEC95A61E7042B?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,16,WordPress,Accessibility for WordPress,Joe Dolson,1,31,https://www.lynda.com/tutorial/374185,https://www.lynda.com/ViewCertificate/EDBACBDD9A744A2FB31F6EA9593A9C4A?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,17,Git,Version Control for Everyone,Joe Chellman,2,6,https://www.lynda.com/tutorial/378045,https://www.lynda.com/ViewCertificate/8030ED77E8784CFAB72C7A0AF573AA5C?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,17,WordPress,WordPress Plugins: Advanced Custom Fields,Morten Rand-Hendriksen,1,39,https://www.lynda.com/tutorial/169877,https://www.lynda.com/ViewCertificate/D81C5931AAB7496CA97B3907B04D0D1B?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,17,Fundamentals,Programming Fundamentals in the Real World,Barron Stone,3,8,https://www.lynda.com/tutorial/418249,https://www.lynda.com/ViewCertificate/BF727B127EFE4F149ED5A1F41E3AB6E0?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,18,HTML,HTML Essential Training,James Williamson,5,54,https://www.lynda.com/tutorial/170427,https://www.lynda.com/ViewCertificate/738977E9464444AB9D93F64A62B89A93?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,19,CSS,CSS Fundamentals,James Williamson,2,51,https://www.lynda.com/tutorial/417645,https://www.lynda.com/ViewCertificate/3C3CABE0C4124931BD716AC5091C4E18?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,19,JavaScript,jQuery for Web Designers,Joe Chellman,1,42,,https://www.lynda.com/ViewCertificate/48C782A8223641F5B7507D73185A2520?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
7,22,PHP,Managing PHP Persistent Sessions,David Powers,2,41,https://www.lynda.com/tutorial/382572,https://www.lynda.com/ViewCertificate/4B129AB0DD654F3C96698E8834B2C6AF?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
9,28,Git,Up and Running with Git and GitHub,Ray Villalobos,1,21,https://www.lynda.com/tutorial/409275,https://www.lynda.com/ViewCertificate/570D369A9C074B10B68359710BF3D0B7?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
10,2,PHP,MVC Frameworks for Building PHP Web Applications,Drew Falkman,2,39,https://www.lynda.com/tutorial/315196,https://www.lynda.com/ViewCertificate/29DFE74EBB8D478E917F42D857B6DB26?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
10,16,WordPress,WordPress: Creating Custom Plugins with PHP,Carrie Dils,1,48,https://www.lynda.com/tutorial/508212,https://www.lynda.com/ViewCertificate/D9A9D8C25A234F5FB2925BB5EA42C6DB?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
10,16,PHP,PHP 7 New Features,Kevin Skoglund,1,4,https://www.lynda.com/tutorial/474422,https://www.lynda.com/ViewCertificate/EEEFFCF4C91B4749A7BCAA55AD2F367E?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
10,17,WordPress,WordPress and Internationalization,Carrie Dils,0,54,https://www.lynda.com/tutorial/497771,https://www.lynda.com/ViewCertificate/912B7ED7D2D345DEBE520EC33B55B8A5?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
10,19,WordPress,WordPress REST API (WP-API): First Look,Morten Rand-Hendriksen,1,38,https://www.lynda.com/tutorial/383783,https://www.lynda.com/ViewCertificate/B5831B6E61324EC682CD5BE4CC575AD4?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
10,20,WordPress,AngularJS and WordPress: Building a Single-Page Application,Roy Sivan,0,32,https://www.lynda.com/tutorial/423997,https://www.lynda.com/ViewCertificate/04BB925C637745C7970AC530EE70A254?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
10,22,PHP,PHP: Advanced Topics,Justin Yost,2,17,https://www.lynda.com/tutorial/483233,https://www.lynda.com/ViewCertificate/A7F591B65BCB4FD0804632C61717F9CF?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
10,27,SVG,Web Icons with SVG,Morten Rand-Hendriksen,1,44,https://www.lynda.com/tutorial/502312,https://www.lynda.com/ViewCertificate/BA5049D717CA405CA9DC39C50C2440EF?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
10,28,Bootstrap,Bootstrap 4: First Look,Ray Villalobos,1,13,https://www.lynda.com/tutorial/372547,https://www.lynda.com/ViewCertificate/C6FF13B155204B73B56A89FD4D58BADD?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
11,2,InDesign,InDesign CC 2017: New Features,Justin Seeley,0,7,https://www.lynda.com/tutorial/439426,https://www.lynda.com/ViewCertificate/C11EE752EF6D4B84A69D41201001D7CA?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
11,17,Web,Design the Web: Animated Loading GIFs,Chris Converse,0,26,https://www.lynda.com/tutorial/124090,https://www.lynda.com/ViewCertificate/72006D02CAE04ABB941B1F23FC2E00E1?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
11,30,Fundamentals,Foundations of Programming: Fundamentals,Simon Allardice,4,47,https://www.lynda.com/tutorial/83603,https://www.lynda.com/ViewCertificate/F5D4415673E04105BBB1DAD4EB580B5F?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
12,9,JavaScript,Learn React.js: The Basics,Eve Porcello,1,41,https://www.lynda.com/tutorial/519668,https://www.lynda.com/ViewCertificate/85F783AEB53F4584880E4EFB9508AA02?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
12,17,WordPress,WordPress Themes: Twenty Seventeen,Morten Rand-Hendriksen,0,36,https://www.lynda.com/tutorial/548047,https://www.lynda.com/ViewCertificate/4CA74A954CD74BBAB9360FBB588A977F?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
12,28,Fundamentals,Foundations of Programming: Databases,Simon Allardice,3,11,https://www.lynda.com/tutorial/412845,https://www.lynda.com/ViewCertificate/F89C1FF124F74BE9BA9531F56F859EEC?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
12,29,MySQL,MySQL Essential Training,Bill Weinman,4,24,https://www.lynda.com/tutorial/139986,https://www.lynda.com/ViewCertificate/E0AC0D8F596348029B4B842216F7A960?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
12,29,CSS,CSS: Core Concepts,James Williamson,8,52,https://www.lynda.com/tutorial/80435,https://www.lynda.com/ViewCertificate/5C8BD8744B8540BD9CF072653845B340?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
12,30,PHP,Code Clinic: PHP,David Powers,4,44,https://www.lynda.com/tutorial/162137,https://www.lynda.com/ViewCertificate/B74E16142CF94C9F9A22523177465825?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
12,31,JavaScript,JavaScript Essential Training,Simon Allardice,5,31,https://www.lynda.com/tutorial/81266,https://www.lynda.com/ViewCertificate/73D2F0ED9DE842A596BE4B465E3C84FA?utm_source=directlink&utm_medium=sharing&utm_campaign=certificate,,
